id,name,total.votes,con,green,lab,ld,snp,ukip,left.total,right.total,other,con.15,green.15,lab.15,ld.15,snp.15,ukip.15,other.15,left.total.15,right.total.15,leave.estimate,leave.exact,leave.16,brexit.swing.status.5,brexit.swing.status.10,party.swing.status.5,party.swing.status.10,tactical.remain.vote,tactical.leave.vote,winner.2015,remain.best.case,leave.best.case,remain.practical.case,leave.practical.case
E14000757,Huntingdon,55927,29652,2178,10249,4375,0,9473,16802,39125,0,53.01911420244247,3.8943622937042934,18.325674540025393,7.8226974448835085,0,16.938151518944338,0,30.042734278613192,69.9572657213868,53.48897030999999,FALSE,53.48897030999999,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000758,Hyndburn,42887,13676,1122,18076,859,0,9154,20057,22830,0,31.888451045771443,2.6161773964138315,42.14797024739432,2.0029379532259193,0,21.34446335719449,0,46.76708559703406,53.23291440296594,65.81912778,FALSE,65.81912778,Solid leave,Solid leave,Solid right,Swing,lab,con,lab,lab,con,NA,NA
E14000759,Ilford North,48932,20874,1023,21463,1130,0,4355,23616,25229,87,42.659200523175016,2.09065642115589,43.86291179596174,2.3093272296247855,0,8.900106269925612,0.1777977601569525,48.26289544674241,51.55930679310063,53.30920424,FALSE,53.30920424,Could swing to remain,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000760,Ilford South,51912,13455,1506,0,1014,0,2705,2520,16160,33232,25.91886269070735,2.901063337956542,0,1.953305594082293,0,5.210741254430575,64.01602712282323,4.854368932038835,31.129603945137923,43.30979986,FALSE,43.30979986,Solid remain,Could swing to leave,Solid right,Solid right,green,con,con,con,con,green,con
S14000038,Inverclyde,44607,4446,0,13522,1106,24585,715,39213,5161,233,9.967045530970475,0,30.313627905934048,2.4794314793642256,55.11466810141906,1.6028874391911585,0.5223395431210348,87.90772748671733,11.569932970161634,36.20342137,FALSE,36.20342137,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000039,"Inverness, Nairn, Badenoch & Strathspey",57613,3410,1367,4311,18029,28838,1236,52545,4646,422,5.918803047923212,2.372728377275962,7.482686199295298,31.293284501761754,50.05467516012011,2.145349139951053,0.7324735736726086,91.20337423845312,8.064152187874264,40.1324389,FALSE,40.1324389,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000761,Ipswich,48694,21794,1736,18061,1400,0,5703,21197,27497,0,44.757054257198014,3.5651209594611246,37.09081200969319,2.87509754795252,0,11.711915225695158,0,43.53103051710683,56.46896948289317,56.51572347,FALSE,56.51572347,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000762,Isle Of Wight,70300,28591,9404,8984,5235,0,14888,23623,43479,3198,40.66998577524893,13.376955903271693,12.779516358463727,7.446657183499289,0,21.177809388335707,4.549075391180654,33.60312944523471,61.84779516358464,61.94633409,FALSE,61.94633409,Solid leave,Solid leave,Solid right,Solid right,green,con,con,con,con,NA,NA
E14000763,Islington North,49234,8465,5043,29659,3984,0,1971,38686,10436,112,17.193402932932525,10.242921558272739,60.24089044156477,8.091968964536703,0,4.003331031401065,0.22748507129219647,78.5757809643742,21.196733964333593,23.44824519,TRUE,21.61112362,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000764,Islington South & Finsbury,44270,9839,3371,22547,4829,0,3375,30747,13214,309,22.22498305850463,7.614637451999097,50.93065281228824,10.908064151795799,0,7.62367291619607,0.6979896092161735,69.45335441608313,29.848655974700698,26.185780689999998,TRUE,28.28310011,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
W07000077,Islwyn,35401,5366,659,0,950,0,6932,1609,12298,21494,15.157763904974436,1.8615293353295104,0,2.683540012993983,0,19.581367757972938,60.715798988729134,4.545069348323494,34.73913166294737,58.93991696999999,FALSE,58.93991696999999,Solid leave,Could swing to remain,Solid right,Solid right,ld,ukip,ukip,ukip,ukip,NA,NA
E14000765,Jarrow,38564,6584,1310,21464,1238,0,7583,24012,14167,385,17.072917747121668,3.3969505238045845,55.658126750337104,3.2102478995954775,0,19.663416658023028,0.9983404211181413,62.26532517373716,36.736334405144696,61.777349400000006,FALSE,61.777349400000006,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000766,Keighley,49123,21766,1661,18713,1321,0,5662,21695,27428,0,44.309183071066506,3.3813081448608595,38.09417177289661,2.689168006839973,0,11.526169004336055,0,44.16464792459744,55.835352075402554,55.5612091,TRUE,53.32509525,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000767,Kenilworth & Southam,48791,28474,1956,7472,4913,0,5467,14341,33941,509,58.3591236088623,4.008936074275994,15.314299768399911,10.069480027054171,0,11.204935336434998,1.0432251849726384,29.392715869730075,69.56405894529729,46.20568194,FALSE,46.20568194,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000768,Kensington,34828,18199,1765,10838,1962,0,1557,14565,19756,507,52.2539336166303,5.067761571149649,31.11864017457218,5.633398415068336,0,4.4705409440679915,1.4557252785115424,41.81980016079017,56.72447456069829,31.20458613,FALSE,31.20458613,Solid remain,Solid remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000769,Kettering,47218,24467,1633,11877,1490,0,7600,15e3,32067,151,51.81710364691431,3.4584268711084754,25.153543140327837,3.155576263289424,0,16.095556779194375,0.3197932991655725,31.76754627472574,67.91266042610869,60.988368859999994,FALSE,60.988368859999994,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
S14000040,Kilmarnock & Loudoun,53903,6752,0,0,789,3e4,0,30789,6752,16362,12.526204478414932,0,0,1.4637404226109862,55.655529376843596,0,30.354525722130493,57.11926979945458,12.526204478414932,39.45466653,FALSE,39.45466653,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000770,Kingston & Surbiton,59253,23249,2322,8574,20415,0,4321,31311,27570,372,39.23683189036842,3.9187889220798944,14.470153409953927,34.45395169864817,0,7.292457765851518,0.627816313098071,52.84289403068199,46.529289656219945,40.8444531,FALSE,40.8444531,Solid remain,Could swing to leave,Solid left,Swing,ld,con,con,ld,con,NA,NA
E14000774,Kingswood,48125,23252,1370,14246,1827,0,7133,17443,30385,297,48.315844155844154,2.846753246753247,29.602077922077925,3.796363636363637,0,14.82181818181818,0.6171428571428572,36.2451948051948,63.137662337662334,57.1216387,FALSE,57.1216387,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
S14000041,Kirkcaldy & Cowdenbeath,52892,5223,0,0,1150,27628,1237,28778,6460,17654,9.874839295167511,0,0,2.17424185131967,52.234742494139,2.3387279739847235,33.377448385389094,54.40898434545866,12.213567269152236,43.26145395,FALSE,43.26145395,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000775,Knowsley,50728,3367,1270,39628,1490,0,4973,42388,8340,0,6.637360037848921,2.5035483362245703,78.11859328181676,2.937233874783157,0,9.803264469326605,0,83.55937549282447,16.440624507175524,52.34216074,FALSE,52.34216074,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
N06000009,Lagan Valley,39795,654,0,0,0,0,2200,0,2854,36941,1.6434225405201657,0,0,0,0,5.528332705113708,92.82824475436612,0,7.171755245633873,NA,NA,NA,NA,NA,Solid right,Swing,lab,ukip,ukip,ukip,ukip,NA,NA
S14000042,Lanark & Hamilton East,55258,8772,0,16876,1203,26976,1431,45055,10203,0,15.874624488761807,0,30.540374244453293,2.177060335155091,48.81827065764233,2.589670273987477,0,81.53570523725071,18.464294762749287,35.95620573,FALSE,35.95620573,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14001033,Lancashire West,49676,16114,1582,24474,1298,0,6058,27354,22172,150,32.43819953297367,3.1846364441581447,49.26725179160963,2.6129317980513727,0,12.195023753925437,0.3019566792817457,55.06482003381915,44.6332232868991,54.950812920000004,FALSE,54.950812920000004,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000776,Lancaster & Fleetwood,41738,16378,2093,17643,1390,0,4060,21126,20438,174,39.24002108390436,5.014614979155685,42.27083233504241,3.330298528918491,0,9.727346782308688,0.4168862906703723,50.615745843116585,48.96736786621304,51.98908416,FALSE,51.98908416,Could swing to remain,Could swing to remain,Swing,Swing,lab,con,lab,lab,con,lab,con
E14000777,Leeds Central,45048,7791,3558,24758,1529,0,7082,29845,14873,330,17.29488545551412,7.898241875332978,54.95915467945303,3.3941573432782812,0,15.72100870182916,0.7325519445924348,66.25155389806429,33.015894157343276,45.96096799,FALSE,45.96096799,Could swing to leave,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000778,Leeds East,38196,7997,1117,20530,1296,0,7256,22943,15253,0,20.936747303382553,2.924389988480469,53.74908367368311,3.3930254476908575,0,18.996753586763013,0,60.06649910985443,39.93350089014556,61.444348049999995,FALSE,61.444348049999995,Solid leave,Solid leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000779,Leeds North East,48291,15887,2541,23137,2569,0,3706,28247,19593,451,32.89846969414591,5.261850034167857,47.91161914228324,5.319831852726181,0,7.67430784204096,0.9339214346358534,58.49330102917728,40.57277753618686,37.42284755,FALSE,37.42284755,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000780,Leeds North West,43357,8083,3042,13041,15948,0,2997,32031,11080,246,18.642895034250525,7.01616809281085,30.07818806651752,36.78298775284268,0,6.912378623982287,0.5673824295961437,73.87734391217104,25.555273658232814,35.406096520000006,FALSE,35.406096520000006,Solid remain,Solid remain,Solid left,Solid left,ld,con,ld,ld,ld,NA,NA
E14000781,Leeds West,38423,7729,3217,18456,1495,0,7104,23168,14833,422,20.115555786898472,8.372589334513183,48.033729797256854,3.890898680477839,0,18.48892590375556,1.0983004970980923,60.29721781224787,38.60448169065403,53.26613806,FALSE,53.26613806,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000782,Leicester East,48068,11034,1468,29386,1233,0,4290,32087,15324,657,22.954980444370477,3.0540068236664726,61.134226512440705,2.565116085545477,0,8.924856453357744,1.366813680619123,66.75334942165266,31.879836897728218,54.0619991,FALSE,54.0619991,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000783,Leicester South,45942,9628,2533,0,2127,0,3832,4660,13460,27822,20.956858647860347,5.513473510077924,0,4.629750555047669,0,8.3409516346698,60.55896565234426,10.143224065125594,29.297810282530147,42.4353547,FALSE,42.4353547,Solid remain,Could swing to leave,Solid right,Solid right,green,con,con,con,con,green,con
E14000784,Leicester West,34522,8848,1878,16051,1507,0,5950,19436,14798,288,25.630033022420484,5.440009269451364,46.49498870285615,4.365332251897341,0,17.235386130583397,0.8342506227912636,56.300330224204856,42.865419153003884,50.835991879999995,FALSE,50.835991879999995,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000858,Leicestershire North West,51548,25505,1174,0,2033,0,8704,3207,34209,14132,49.478156281524015,2.277488942344999,0,3.9438969504151467,0,16.88523318072476,27.415224644991078,6.2213858927601455,66.36338946224878,60.69847772,FALSE,60.69847772,Solid leave,Solid leave,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000940,Leicestershire South,53926,28700,0,11876,3987,0,9363,15863,38063,0,53.221080740273706,0,22.02277194674183,7.393465118866595,0,17.362682194117866,0,29.416237065608424,70.58376293439157,58.14205318,FALSE,58.14205318,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000785,Leigh,45123,10216,0,24312,1150,0,8903,25462,19119,542,22.64033862996698,0,53.879396316734265,2.548589411165038,0,19.730514371828114,1.201161270305609,56.4279857278993,42.3708530017951,63.28780092,FALSE,63.28780092,Solid leave,Solid leave,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000786,Lewes,50540,19206,2784,5e3,18123,0,5427,25907,24633,0,38.00158290462999,5.508508112386229,9.893153937475267,35.85872576177285,0,10.738029283735655,0,51.260387811634345,48.73961218836565,47.142173799999995,FALSE,47.142173799999995,Could swing to leave,Could swing to leave,Swing,Swing,ld,con,con,ld,con,ld,con
E14000789,Lewisham Deptford,47426,7056,5932,28572,2497,0,2013,37001,9069,1356,14.877915067684391,12.50790705520179,60.2454349934635,5.265044490363936,0,4.244507232319824,2.8591911609665583,78.01838653902922,19.122422300004217,24.426212319999998,FALSE,24.426212319999998,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000787,Lewisham East,42923,9574,2429,23907,2455,0,3886,28791,13460,672,22.30505789436899,5.658970715001281,55.697411644106886,5.719544300258603,0,9.0534212426904,1.5655942035738415,67.07592665936677,31.358479137059387,35.37050455,FALSE,35.37050455,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000788,Lewisham West & Penge,48125,11633,4077,24347,3709,0,3764,32133,15397,595,24.172467532467532,8.471688311688313,50.59116883116883,7.7070129870129875,0,7.821298701298701,1.2363636363636363,66.76987012987013,31.993766233766234,34.59205781,FALSE,34.59205781,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000790,Leyton & Wanstead,40703,8939,2974,23856,2304,0,2341,29134,11280,289,21.96152617743164,7.306586738078274,58.60993047195539,5.660516423850822,0,5.75141881433801,0.7100213743458713,71.57703363388448,27.71294499176965,34.755182,FALSE,34.755182,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000791,Lichfield,51467,28389,1976,10200,2700,0,8082,14876,36471,120,55.15961684185984,3.8393533720636523,19.818524491421687,5.2460800124351525,0,15.70326617055589,0.23315911166378456,28.903957875920494,70.86288301241572,57.508902240000005,FALSE,57.508902240000005,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000792,Lincoln,46852,19976,0,18533,1992,0,5721,20525,25697,630,42.63638692051567,0,39.55647571074874,4.251686160676172,0,12.2107914283275,1.344659779731922,43.808161871424915,54.84717834884316,57.432633730000006,FALSE,57.432633730000006,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
S14000043,Linlithgow & Falkirk East,61597,7384,0,19121,1252,32055,1682,52428,9066,103,11.987596798545384,0,31.04209620598406,2.0325665210968067,52.0398720716918,2.7306524668409176,0.16721593584103123,85.11453479877267,14.718249265386302,42.01830304,FALSE,42.01830304,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000793,Liverpool Riverside,44263,4245,5372,0,1719,0,2510,7091,6755,30417,9.590402819510652,12.136547454984976,0,3.883604816664031,0,5.670650430382035,68.7187944784583,16.020152271649007,15.261053249892687,27.30066196,FALSE,27.30066196,Solid remain,Solid remain,Swing,Swing,green,con,green,green,con,green,con
E14000794,Liverpool Walton,38403,1802,956,31222,899,0,3445,33077,5247,79,4.6923417441345725,2.4893888498294405,81.30094003072676,2.340962945603208,0,8.97065333437492,0.20571309533109391,86.13129182615941,13.662995078509491,52.16803564,FALSE,52.16803564,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000795,Liverpool Wavertree,40974,4098,2140,0,2454,0,3375,4594,7473,28907,10.001464343242056,5.222824229999512,0,5.9891638600087855,0,8.23693073656465,70.54961683018499,11.2119880900083,18.238395079806708,35.26162544,FALSE,35.26162544,Solid remain,Solid remain,Solid right,Swing,ld,con,con,con,con,ld,con
E14000796,Liverpool West Derby,41031,2710,996,0,959,0,3475,1955,6185,32891,6.604762252930711,2.4274329165752726,0,2.3372571957788013,0,8.469206209938827,80.1613414247764,4.7646901123540735,15.073968462869539,49.820719759999996,FALSE,49.820719759999996,Could swing to leave,Could swing to leave,Solid right,Solid right,green,ukip,ukip,ukip,ukip,green,ukip
S14000044,Livingston,57547,5929,0,15893,1232,32736,1757,49861,7686,0,10.302882860965818,0,27.6174257563383,2.140858776304586,56.88567605609328,3.0531565502980174,0,86.64396058873616,13.356039411263836,43.26090286,FALSE,43.26090286,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
W07000045,Llanelli,38574,5534,689,15948,751,0,6269,17388,11803,9383,14.34645097734225,1.7861772178151085,41.343910405972935,1.9469072432208225,0,16.25187950432934,24.32467465131954,45.07699486700887,30.598330481671592,56.674596720000004,FALSE,56.674596720000004,Solid leave,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
N06000006,Londonderry East,34714,422,0,0,0,0,0,0,422,34292,1.2156478654145302,0,0,0,0,0,98.78435213458548,0,1.2156478654145302,NA,NA,NA,NA,NA,Swing,Swing,lab,con,con,lab,con,NA,NA
E14000797,Loughborough,52020,25762,1845,16579,2130,0,5704,20554,31466,0,49.52326028450596,3.5467128027681665,31.87043444828912,4.094579008073818,0,10.965013456362938,0,39.5117262591311,60.48827374086889,50.09042072,FALSE,50.09042072,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000798,Louth & Horncastle,50336,25755,1549,9077,2255,0,10778,12881,36533,922,51.16616338207247,3.0773204068658617,18.032819453273998,4.479895104895105,0,21.412110616656072,1.8316910362364909,25.590034965034963,72.57827399872855,68.89943000999999,FALSE,68.89943000999999,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000799,Ludlow,48063,26093,2435,5902,6469,0,7164,14806,33257,0,54.28916214135614,5.0662671909785075,12.279716205813203,13.45941784740861,0,14.905436614443543,0,30.80540124420032,69.19459875579967,57.88401838,FALSE,57.88401838,Solid leave,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000800,Luton North,42571,12739,972,22243,1299,0,5318,24514,18057,0,29.92412675295389,2.2832444621925725,52.2491837166146,3.051373000399333,0,12.492072067839608,0,57.5838011792065,42.4161988207935,59.1531961,FALSE,59.1531961,Solid leave,Could swing to remain,Solid left,Solid left,lab,con,lab,lab,lab,lab,con
E14000801,Luton South,42216,12949,1237,0,3183,0,5129,4420,18078,19718,30.673204472238012,2.9301686564335796,0,7.539795338260376,0,12.14942202008717,46.70740951298086,10.469963994693956,42.822626492325185,54.59717781,FALSE,54.59717781,Could swing to remain,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,ld,con
E14000802,Macclesfield,49598,26063,2404,11252,3842,0,6037,17498,32100,0,52.548489858462034,4.846969635872414,22.686398645106657,7.746280091939191,0,12.171861768619703,0,35.27964837291827,64.72035162708174,47.183797160000005,FALSE,47.183797160000005,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000803,Maidenhead,53855,35453,1915,6394,5337,0,4539,13646,39992,217,65.83047070838363,3.555844396991923,11.872620926562066,9.90994336644694,0,8.428186797883205,0.40293380373224397,25.33840869000093,74.25865750626683,45.02570105,FALSE,45.02570105,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000804,Maidstone & The Weald,50010,22745,1396,5268,12036,0,7930,18700,30675,635,45.480903819236154,2.7914417116576686,10.53389322135573,24.06718656268746,0,15.856828634273146,1.269746050789842,37.39252149570086,61.3377324535093,55.91719646999999,FALSE,55.91719646999999,Solid leave,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,NA,NA
E14000805,Makerfield,44788,8752,1136,23208,1639,0,10053,25983,18805,0,19.54094846833973,2.536393676877735,51.81745110297401,3.6594623559882113,0,22.44574439582031,0,58.01330713583995,41.98669286416004,64.91008794999999,FALSE,64.91008794999999,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000806,Maldon,48045,29112,1504,5690,2157,0,7042,9351,36154,2540,60.593193880736806,3.130398584660214,11.843063794359454,4.489541055260693,0,14.65709230929337,5.2867103756894585,19.463003434280363,75.25028619003018,60.956032140000005,FALSE,60.956032140000005,Solid leave,Solid leave,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000807,Manchester Central,45331,6133,3838,0,1867,0,5033,5705,11166,28460,13.529372835366527,8.46661225210121,0,4.118594339414529,0,11.102777348834131,62.78264322428361,12.58520659151574,24.632150184200658,36.35657629,FALSE,36.35657629,Solid remain,Solid remain,Solid right,Solid right,green,con,con,con,con,green,con
E14000808,Manchester Gorton,42019,4063,4108,28187,1782,0,3434,34077,7497,445,9.669435255479664,9.776529665151479,67.08155834265452,4.2409386230038795,0,8.172493395844736,1.0590447178657274,81.09902663080987,17.8419286513244,38.21218401,FALSE,38.21218401,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000809,Manchester Withington,49966,4872,4048,26843,11970,0,2172,42861,7044,61,9.75063042869151,8.101509026137773,53.72253132129848,23.956290277388625,0,4.346955930032422,0.12208301645118681,85.78033062482488,14.097586358723932,24.93859855,FALSE,24.93859855,Solid remain,Solid remain,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000810,Mansfield,47193,13288,1486,18603,1642,0,11850,21731,25138,324,28.156718157353843,3.148772063653508,39.418981628631364,3.4793295615875235,0,25.109656093064647,0.6865424957091094,46.047083253872394,53.266374250418494,70.86291353,FALSE,70.86291353,Solid leave,Solid leave,Solid right,Swing,lab,con,lab,lab,con,NA,NA
E14000811,Meon Valley,51717,31578,1831,5656,4987,0,7665,12474,39243,0,61.0592261732119,3.5404219115571283,10.936442562406945,9.642864048572036,0,14.821045304251987,0,24.11972852253611,75.880271477463893,51.927530919999995,FALSE,51.927530919999995,Could swing to remain,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000812,Meriden,52603,28791,2170,9996,2638,0,8908,14804,37699,100,54.73261981255821,4.12524000532289,19.00271847613254,5.014923103245062,0,16.934395376689544,0.1901032260517461,28.14288158470049,71.66701518924776,58.12063853,TRUE,58.80843468,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
W07000071,Merthyr Tydfil & Rhymney,32715,3292,603,17619,1351,0,6106,19573,9398,3744,10.06266238728412,1.843191196698762,53.856029344337465,4.129604157114473,0,18.664221305211676,11.444291609353508,59.8288246981507,28.726883692495797,58.354338829999996,FALSE,58.354338829999996,Solid leave,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000819,Middlesbrough,32706,5388,1407,18584,1220,0,6107,21211,11495,0,16.474041460282518,4.301962942579343,56.82137834036568,3.730202409343851,0,18.672414847428605,0,64.85354369228887,35.14645630771112,64.47819630000001,TRUE,66.08364664,Solid leave,Solid leave,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
E14000820,Middlesbrough South & Cleveland East,45677,16925,1060,19193,1564,0,6935,21817,23860,0,37.05365939094074,2.320642774262758,42.018959213608596,3.424042734855617,0,15.18269588633229,0,47.76364472272697,52.23635527727303,65.26552985000001,FALSE,65.26552985000001,Solid leave,Solid leave,Swing,Swing,lab,con,lab,lab,con,lab,con
S14000045,Midlothian,48331,5760,1219,14594,1132,24453,1173,41398,6933,0,11.917816722186588,2.522190726448863,30.195940493679007,2.34218203637417,50.59485630340775,2.4270137179036233,0,85.6551695599098,14.344830440090211,37.94096947,TRUE,37.94096947,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
E14000821,Milton Keynes North,57692,27244,2255,17491,3575,0,6852,23321,34096,275,47.22318519032102,3.908687513000069,30.31789502877349,6.1966997157318175,0,11.876863343271165,0.47666920890244746,40.42328225750537,59.10004853359217,49.66509051,FALSE,49.66509051,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
E14000822,Milton Keynes South,58949,27601,1936,0,2309,0,7803,4245,35404,19300,46.82182903866054,3.284194812465012,0,3.91694515598229,0,13.236865765322566,32.7401652275696,7.201139968447302,60.0586948039831,53.08140404,FALSE,53.08140404,Could swing to remain,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,ld,con
E14000823,Mitcham & Morden,45142,10458,1422,27380,1378,0,4287,30180,14745,217,23.166895573966595,3.150059811262239,60.653050374374196,3.0525896061317623,0,9.496699304417172,0.4807053298480351,66.8556997917682,32.66359487838377,49.0303222,TRUE,44.68652381,Solid remain,Could swing to leave,Solid left,Solid left,lab,con,lab,lab,lab,NA,NA
E14000824,Mole Valley,55140,33434,2979,4565,7981,0,6181,15525,39615,0,60.63474791439971,5.402611534276387,8.27892636924193,14.474066013783096,0,11.209648168298877,0,28.155603917301413,71.84439608269858,47.31132761,FALSE,47.31132761,Could swing to leave,Could swing to leave,Solid right,Solid right,ld,con,con,con,con,ld,con
W07000054,Monmouth,47462,23701,1629,12719,2496,0,4942,16844,28643,1975,49.93679153849395,3.432219459778349,26.798280729847036,5.258943997303105,0,10.4125405587628,4.1612237158147565,35.489444186928495,60.349332097256756,48.06450827,FALSE,48.06450827,Could swing to leave,Could swing to leave,Solid right,Solid right,lab,con,con,con,con,lab,con
W07000063,Montgomeryshire,33757,15204,1260,1900,9879,0,3769,13039,18973,1745,45.039547353141565,3.732559172912285,5.628462244867731,29.26504132476227,0,11.165091684687619,5.169298219628522,38.62606274254229,56.204639037829196,55.84294422,FALSE,55.84294422,Solid leave,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,NA,NA
S14000046,Moray,49280,15319,1345,4898,1395,24384,1939,32022,17258,0,31.085633116883116,2.729301948051948,9.939123376623376,2.8307629870129873,49.48051948051948,3.934659090909091,0,64.97970779220779,35.02029220779221,49.87319669,FALSE,49.87319669,Could swing to leave,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,snp,con
E14000825,Morecambe & Lunesdale,43242,19691,1395,15101,1612,0,5358,18108,25049,85,45.53674668146709,3.2260302483696406,34.92206650941215,3.727857175893807,0,12.390731233522963,0.19656815133435088,41.87595393367559,57.92747791499006,58.185620549999996,FALSE,58.185620549999996,Solid leave,Could swing to remain,Solid right,Solid right,lab,con,con,con,con,NA,NA
E14000826,Morley & Outwood,48250,18776,1264,0,1426,0,7951,2690,26727,18833,38.913989637305704,2.619689119170985,0,2.955440414507772,0,16.478756476683937,39.03212435233161,5.575129533678756,55.39274611398963,59.81727737,FALSE,59.81727737,Solid leave,Could swing to remain,Solid right,Solid right,ld,con,con,con,con,NA,NA
S14000047,Motherwell & Wishaw,48237,3695,0,15377,601,27275,1289,43253,4984,0,7.6600949478616,0,31.87801894811037,1.2459315463233618,56.543731989966204,2.672222567738458,0,89.66768248439995,10.332317515600058,37.710356090000005,FALSE,37.710356090000005,Solid remain,Solid remain,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
S14000027,Na H-Eileanan An Iar,15938,1215,0,4560,456,8662,0,13678,1215,1045,7.623290249717655,0,28.610867110051448,2.8610867110051448,54.34809888317229,0,6.5566570460534574,85.82005270422889,7.623290249717655,44.76279944,TRUE,43.9006772,Solid remain,Could swing to leave,Solid left,Solid left,snp,con,snp,snp,snp,NA,NA
W07000069,Neath,37135,5691,1185,16270,1173,0,6094,18628,11785,6722,15.325164938737041,3.191059647233069,43.81311431264306,3.1587451191598226,0,16.410394506530228,18.10152147569678,50.16291907903595,31.73555944526727,54.015405019999996,FALSE,54.015405019999996,Could swing to remain,Could swing to remain,Solid left,Solid left,lab,ukip,lab,lab,lab,lab,ukip
